Date,RELIANCE.NS_Open,RELIANCE.NS_High,RELIANCE.NS_Low,RELIANCE.NS_Close,RELIANCE.NS_Volume,HDFCBANK.NS_Open,HDFCBANK.NS_High,HDFCBANK.NS_Low,HDFCBANK.NS_Close,HDFCBANK.NS_Volume,TCS.NS_Open,TCS.NS_High,TCS.NS_Low,TCS.NS_Close,TCS.NS_Volume,HINDUNILVR.NS_Open,HINDUNILVR.NS_High,HINDUNILVR.NS_Low,HINDUNILVR.NS_Close,HINDUNILVR.NS_Volume
2023-01-02,1164.066351583663,1177.3048023328713,1163.244668797144,1175.8896484375,5316175,782.8600167437273,788.9949062418726,778.7941722963409,783.677978515625,4381378,2985.6971658367956,2991.0533817190812,2962.075230030422,2986.109130859375,709547,2455.3161633226687,2461.182962593354,2421.1179706464454,2440.5302734375,681703
2023-01-03,1170.9366586985077,1174.565828259546,1163.0621480210023,1167.28466796875,7658932,780.5502688048173,790.5585810922254,780.5502688048173,788.8023071289062,8378030,2977.4567952170896,3039.716039397521,2971.322473216991,3031.79638671875,1245178,2432.5650205029638,2443.964417636671,2418.208352345418,2424.93359375,821843
2023-01-04,1167.2618507099899,1169.1107276232437,1147.6325061253483,1149.7095947265625,9264891,786.7093364964484,791.8818902379387,773.2366383790779,774.7042236328125,10351600,3027.538589962656,3046.4453901843303,3008.7692604163694,3034.8173828125,1231668,2432.994287758429,2440.530228662641,2410.6247142436728,2419.2578125,1672649
2023-01-05,1151.969321148222,1157.858149023016,1143.0676158255733,1147.6553955078125,13637099,777.0858888332178,778.5534739134582,764.7680066150712,769.7239990234375,10941436,3049.0547710601254,3055.555457791012,3004.8781766031225,3031.5673828125,1826057,2420.640852024331,2472.5344594115936,2420.593109029858,2464.66455078125,2008493
2023-01-06,1153.4072395784428,1163.1306272948216,1149.5955006159752,1158.0863037109375,6349597,770.8306910669477,774.2469701477634,759.3788757825465,767.173828125,9092462,3021.404881018364,3022.824070441126,2929.847157351141,2940.422119140625,2488376,2461.134782740946,2491.564999494528,2456.269655711034,2457.748291015625,991782
2023-01-09,1161.9207528429104,1187.8041821914996,1161.0306065888913,1185.4302978515625,10722753,767.9437146970364,775.4258965646997,765.0567082508069,768.6654663085938,10729340,2956.3987104474277,3046.1252739729302,2949.211340181765,3039.67041015625,2885060,2470.0544941777484,2508.3068817099684,2451.5958872393276,2503.15576171875,1267078
2023-01-10,1189.6302560157692,1189.6302560157692,1162.240505708343,1167.9010009765625,8047142,769.8684118966518,769.8684118966518,753.0275403864125,754.6154174804688,16371766,3007.6706740923137,3019.5731759989194,2957.4055823754707,3008.952392578125,3864655,2503.155387591398,2531.1055309636886,2494.6177766168803,2522.043212890625,1413088
2023-01-11,1165.2077656913489,1167.7184566325625,1150.873655990327,1153.1790771484375,11509553,754.4469115539331,768.9060251968651,750.6216516314828,765.48974609375,15195798,3012.3402551402364,3066.725444547982,2994.9898905652262,3047.681396484375,2720512,2522.186272353707,2525.8589892431983,2468.86177677227,2473.7744140625,1471687
2023-01-12,1152.5855061360771,1156.077627831873,1125.2641003718309,1128.2769775390625,17688773,763.9982383478842,771.7450279982426,762.2419641719711,769.5797729492188,9250070,3047.956309200997,3067.1834292049684,3035.64184133294,3052.854736328125,2250391,2466.953953798813,2482.6937700087774,2454.218918435513,2470.721923828125,1703829
2023-01-13,1122.2513519945564,1128.8705782042637,1111.3867843100481,1126.451171875,20618583,769.2669828560861,774.6320153125537,763.1320937043018,770.1812133789062,9244546,3060.6824961643642,3093.7349177845394,3025.982214642765,3089.66064453125,1742837,2470.8650863813464,2517.655317027394,2448.4000278804906,2503.10791015625,1348015
2023-01-16,1128.7791493112115,1131.951774613395,1107.917221092014,1115.723388671875,13623855,777.0859473381312,780.1173277789237,760.3894492396894,762.7952880859375,14748094,3106.0005951113,3139.7105804667435,3088.2560790976813,3121.966064453125,1843607,2506.875813760742,2506.875813760742,2464.950711815932,2477.447265625,930068
2023-01-17,1122.0686670526488,1133.481062404078,1118.6906511572718,1131.5638427734375,10751000,764.9605254372576,775.1612584159965,759.0421385172157,774.1508178710938,10786354,3118.1740009304863,3166.6789755559485,3109.7465036306744,3163.4951171875,1688475,2485.4125677592774,2551.7583309423103,2481.930822446085,2544.651611328125,1892865
2023-01-18,1129.1444306357287,1137.178689301756,1123.1414974309203,1129.692138671875,13448286,772.2742970463503,789.8850262784646,769.7240842843244,787.8160400390625,19090642,3164.9932922543326,3192.1016949969585,3157.7362810072996,3174.357177734375,2421189,2545.0806902866802,2569.4058618017893,2537.4492639289992,2562.442138671875,2038075
2023-01-19,1128.8705038207283,1132.6366004638107,1121.4524163802744,1128.4825439453125,11940054,787.6716113274065,793.9267921137573,785.7469403162216,791.087890625,11172162,3164.9932159437553,3171.5479356217456,3147.2018339606398,3158.5322265625,1585044,2547.0839198115455,2555.8600131548264,2491.5651092094704,2527.67138671875,1649842
2023-01-20,1129.8291140692525,1129.8291140692525,1112.596474928504,1115.0615234375,14930286,791.0878313258544,803.0689192196495,790.751037418662,799.1954956054688,18843404,3150.947748129291,3178.711579636659,3142.145786428645,3149.168701171875,1529349,2432.517117382908,2484.983172855873,2419.209864436931,2431.32470703125,4569549
2023-01-23,1117.960272105855,1125.811961602633,1107.004299933337,1109.4237060546875,10954118,801.7458215030824,809.6129030380878,799.4121694938297,805.0418090820312,15444400,3172.4840935039533,3201.512135681823,3142.145198929978,3197.6728515625,1067916,2442.0564005862234,2484.0292449712992,2434.4249743343917,2476.779296875,1388360
2023-01-24,1113.851719292168,1115.51790607312,1089.8171651533376,1102.873046875,16488755,805.9800286815163,819.139954334254,805.9559468005266,815.8198852539062,24983940,3207.130678074058,3232.366302942939,3199.9205321987315,3217.7119140625,1387863,2484.0291785834456,2489.752748119352,2461.898089623135,2480.6904296875,1462462
2023-01-25,1101.2753294802073,1102.302402806859,1086.461976225218,1087.6259765625,12385018,813.8471429635326,814.5929177332151,791.6653214666925,793.2772216796875,14704142,3207.411973800575,3216.494897658471,3188.403239163637,3211.578857421875,874110,2480.690509327403,2520.2785332216877,2474.489975464443,2501.533935546875,1591810
2023-01-27,1088.470529311336,1089.817098907081,1055.260297818003,1066.9923095703125,25830975,785.2657804091282,787.6716191971464,765.032652707376,777.4708862304688,35179948,3208.067077922947,3226.794848372001,3167.14694521386,3194.068115234375,1785879,2514.078029857096,2524.618984130531,2459.4178917927716,2491.8037109375,1581382
2023-01-30,1064.4132886312711,1082.764407064242,1050.3987961919847,1077.218017578125,21772103,767.4625666928607,782.0419731157772,761.2073858984988,776.6769409179688,18512822,3202.4488564251296,3238.4529506239523,3170.190316444348,3215.23046875,1953798,2489.7528020821474,2489.7528020821474,2413.6292790261637,2449.830810546875,2744039
2023-01-31,1087.3749062182637,1089.9541811505658,1068.6585300710096,1074.5245361328125,22691594,779.3473226694831,780.7908258111092,767.4625036312777,771.5524291992188,18596244,3229.604025300142,3229.604025300142,3137.837949776972,3145.048095703125,2820375,2449.687552300621,2470.864711197593,2424.12223064357,2458.034423828125,2366794
2023-02-01,1086.43914786492,1086.43914786492,1052.2246622437708,1068.156494140625,19347800,781.4164037954262,801.1442809848427,772.7553845415359,783.1245727539062,17302790,3149.0749673259074,3201.5127306831037,3141.5838582748797,3191.540283203125,2205161,2480.4040483072727,2483.0750938342176,2429.512118793499,2455.649658203125,2014615
2023-02-02,1058.1590377354637,1071.85391093282,1054.9635914721293,1062.2447509765625,13662663,773.7658936298407,781.6570569523664,764.4553088538455,771.4803466796875,17497106,3209.00376462258,3248.332086219939,3202.5427746615,3240.279052734375,1813847,2451.1187019022555,2518.1321632015874,2444.9181681165524,2513.4580078125,1980667
2023-02-03,1072.3105805967245,1072.3105805967245,1046.7467660021255,1063.1806640625,24699575,775.1612302770866,798.9790334420251,773.2365593142633,798.1610717773438,14411100,3281.105720117382,3281.105720117382,3233.2561702548023,3260.7861328125,1804469,2518.3704135205285,2535.0164138040996,2509.9280559090635,2526.71728515625,1638238
2023-02-06,1056.7896118119152,1059.528634971871,1052.5899131464937,1055.1690673828125,14837879,798.7384939446326,803.2614827057959,792.0983552594887,794.7688598632812,11167672,3252.2179497187885,3252.2179497187885,3218.227226687713,3239.857666015625,1138714,2509.785279087268,2523.140274871085,2479.9750206412486,2516.081298828125,1697446
2023-02-07,1055.4202857843334,1062.4502927137798,1046.7467924098464,1052.6356201171875,15135435,798.4498004893098,801.0962231951561,785.5544809008483,795.9476928710938,10264588,3248.2375628218238,3270.804614244038,3241.2146499655883,3251.655517578125,1455647,2523.1402588480096,2523.664965971856,2475.730070695065,2481.358154296875,1495745
2023-02-08,1055.8766387784026,1077.2863960062462,1053.137736379797,1073.6572265625,21160332,795.9717323644562,802.6839988300309,793.9267694733884,795.8514404296875,8444826,3256.8059713667417,3314.7214612044213,3256.8059713667417,3296.18115234375,1986946,2473.249704634921,2487.3678891846594,2459.560974107876,2463.805908203125,1061956
2023-02-09,1074.341987106508,1082.284961068636,1065.463103759131,1075.52880859375,13172763,798.738479108453,799.5324176572361,786.9739509076702,794.1914672851562,11777336,3291.4053514774064,3321.9317059253344,3282.32242937323,3315.611083984375,1655427,2467.8123480963836,2480.11792919153,2447.7798551276846,2467.526123046875,1102484
2023-02-10,1075.0039060071294,1075.0039060071294,1059.6655455942528,1066.6728515625,10790445,793.3494822002282,798.0167863072628,790.1737277709518,797.3431396484375,8172116,3296.087576057787,3317.015950832913,3284.9912806998786,3312.521240234375,1187821,2465.9042168366573,2467.478105094616,2437.6203409301784,2458.749755859375,1523011
2023-02-13,1068.293381324993,1072.7670546240697,1056.127767130611,1060.6014404296875,10352493,796.3326188427218,799.5805011250109,791.3044393965116,797.9445190429688,5736944,3323.2429633950296,3323.2429633950296,3252.4518975826572,3260.87939453125,1087939,2442.056373498644,2471.3896678287547,2432.517090789665,2462.0888671875,1146525
2023-02-14,1063.6143185684562,1087.329254712915,1060.738368480938,1085.5946044921875,14321920,801.1443083812574,807.1589052910266,797.7520522296284,805.3304443359375,10908592,3282.0418256732332,3300.6292295966314,3272.677940293281,3277.45361328125,1579818,2465.9045373849544,2482.1213177081822,2451.786352642675,2460.75341796875,1944364
2023-02-15,1084.6358877756606,1112.5735854842064,1083.2664969637603,1110.1768798828125,33503591,807.3994872360046,807.3994872360046,797.1746725138561,803.6945190429688,11438712,3265.186905493828,3301.706059297745,3240.0447812384746,3296.6962890625,1429449,2432.5172096894453,2453.312893590027,2420.1161415616166,2431.03857421875,2009134
2023-02-16,1118.1656324865594,1124.7163944448255,1107.0270912647763,1109.3095703125,17264487,805.0898752375481,809.2760700053668,799.2196520403804,800.783447265625,8062500,3302.82936527532,3347.5887798581743,3302.642133303435,3331.717041015625,1618931,2442.0562646978524,2443.868635174754,2406.617924169935,2410.672119140625,1982857
2023-02-17,1104.7217922905263,1117.2754874405753,1100.4306882070916,1113.9429931640625,11809520,799.2195685807135,802.6599294642466,790.5344678960206,796.765625,8956270,3301.846236066791,3313.7851895077292,3267.9958830490264,3278.4365234375,1061369,2408.6687634323443,2428.939738174102,2391.40256943643,2399.6064453125,1395341
2023-02-20,1116.13425652598,1118.3026298698114,1100.2025445254703,1102.16552734375,8836937,798.7384663515395,803.2854781022144,786.6130625255412,789.2835083007812,8086706,3279.232639136106,3297.960409776518,3253.997013920248,3265.4677734375,1296082,2401.9914409580574,2425.8396482749563,2392.6428971113032,2395.7431640625,632091
2023-02-21,1106.547846833629,1116.9558691842672,1101.22954869757,1111.158447265625,13311592,789.115146297544,799.8692342574486,786.2281396647481,792.2427368164062,12389296,3271.741760483827,3285.6938591458697,3225.6246220454104,3231.47705078125,1139541,2411.5307058406875,2426.745815416493,2396.5540783362667,2400.2265625,862797
2023-02-22,1107.4380609994967,1109.2868172204335,1084.2023673241313,1085.9598388671875,11024335,788.6339109553685,790.0533322670238,774.222960909244,776.700927734375,10359102,3197.719877797664,3227.731175089711,3179.0389728545315,3185.17236328125,1218430,2400.2266960793104,2407.285905520747,2368.3655827262323,2379.14501953125,885515
2023-02-23,1085.5490279902117,1093.1953270218976,1077.9483712962124,1080.7557373046875,9851910,776.1235140656675,778.9383334140593,766.0670972074527,771.43212890625,27882010,3203.3850177984937,3232.7875248807222,3191.211967453162,3196.64306640625,1441570,2377.1892635170093,2399.988056153714,2365.8376101909807,2375.9013671875,757215
2023-02-24,1082.8100022510873,1093.8344379808216,1080.9840672539892,1088.1510009765625,9434053,778.4814181667792,778.4814181667792,762.7471954041861,764.5515747070312,17061740,3204.7899925353113,3215.511596313439,3167.147216431284,3184.142578125,977592,2377.380451084279,2395.5528347467093,2358.0633998533694,2369.7490234375,732783
2023-02-27,1087.3750050988056,1090.8672478016565,1073.543202799622,1080.91552734375,11199715,763.0839740657053,769.3872600713753,758.9459430133319,766.4521484375,14312972,3174.35690378243,3174.35690378243,3105.064157210188,3119.906005859375,1128022,2372.4196294945905,2372.4196294945905,2342.847852850307,2354.43798828125,853991
2023-02-28,1075.5516247048565,1080.5274845520237,1056.1734344203933,1060.2362060546875,21994038,766.0190402522969,772.4185946735463,764.431163219567,769.6759033203125,18993992,3116.769380027199,3176.2300546949855,3089.988575268062,3102.114990234375,4116217,2355.9642874683173,2360.3524505605296,2323.435241096293,2347.283447265625,1780454
2023-03-01,1070.0280642112666,1070.712820002187,1060.5557097259696,1069.982421875,11551145,775.6424426558673,776.1236104242643,767.8234664194171,768.93017578125,14137256,3111.6192915443785,3173.4209386229004,3104.128182807588,3170.330810546875,1669307,2344.7558237376456,2356.2029636419793,2335.2165404840343,2352.625732421875,967339
2023-03-02,1066.8325430044117,1073.5202315216086,1059.8024162422653,1061.8338623046875,9333535,766.9813446479279,772.7312753996731,761.2073320156976,762.3861694335938,17391814,3147.2019377332426,3155.535704440141,3106.9372298122285,3110.167724609375,1556538,2352.625753024178,2356.2029842756083,2331.400847599023,2342.22802734375,827174
2023-03-03,1072.3789987479975,1092.6018137297042,1068.909698230002,1088.927001953125,14643807,767.943731924865,779.4917579688479,764.094389910204,777.5189819335938,14986234,3140.647321593584,3144.392875942533,3119.20411439005,3129.551025390625,1043190,2352.387096965424,2375.185889298016,2342.513846284607,2357.15673828125,1176008
