Date,RELIANCE.NS_Open,RELIANCE.NS_High,RELIANCE.NS_Low,RELIANCE.NS_Close,RELIANCE.NS_Volume,HDFCBANK.NS_Open,HDFCBANK.NS_High,HDFCBANK.NS_Low,HDFCBANK.NS_Close,HDFCBANK.NS_Volume,TCS.NS_Open,TCS.NS_High,TCS.NS_Low,TCS.NS_Close,TCS.NS_Volume,HINDUNILVR.NS_Open,HINDUNILVR.NS_High,HINDUNILVR.NS_Low,HINDUNILVR.NS_Close,HINDUNILVR.NS_Volume
2023-03-06,1095.5918675399987,1106.8216933590497,1095.5918675399987,1099.5633544921875,10171916,779.4917852900815,788.8504748967295,778.5535316356411,783.0043334960938,27004710,3148.044567467067,3188.356140172754,3145.3291321225875,3157.36181640625,1334132,2367.602120744821,2383.723647546122,2361.544816227897,2370.36865234375,1214503
2023-03-08,1099.5632986303585,1104.265304210858,1088.7443751303776,1103.5120849609375,15782657,779.4917718675084,788.8745431955432,779.4917718675084,784.568115234375,20099774,3150.0108806186586,3179.975312301119,3118.969693616798,3174.7314453125,1844590,2372.419548245058,2386.1560218329682,2353.531722392203,2370.607177734375,1448340
2023-03-09,1102.8958764013148,1103.3066574341256,1075.095225544964,1076.9896240234375,16235128,784.27938296168,791.9780672791738,782.859961535162,784.6402587890625,20700166,3169.6751507089175,3169.6751507089175,3118.9698036269974,3124.588134765625,1648500,2370.368581910255,2377.1413323974884,2343.7061023950946,2347.998779296875,1038910
2023-03-10,1068.8868957671646,1070.0280749321848,1056.8124450060086,1060.3046875,13334091,774.8965873418113,776.4844644274136,762.6508914747951,764.4071655273438,27387000,3102.161626866042,3124.962780171706,3080.7184198861078,3119.1103515625,1024404,2337.124402744452,2356.6799334612933,2332.4502470960265,2351.862548828125,772024
2023-03-13,1063.1805534779228,1070.027990166369,1038.5297089513685,1042.866455078125,12771592,764.0463022356049,771.6968814107662,753.0034668384583,754.7357177734375,26443550,3120.9828541783536,3155.441996520239,3063.8631559770697,3073.18017578125,1901233,2352.386982216746,2373.8503670909868,2332.3544896674553,2341.9892578125,1314549
2023-03-14,1040.812257084253,1052.2018311560978,1035.8136967949142,1038.9635009765625,16027522,755.5536230150942,761.9772004206781,750.2848599011005,752.7147216796875,33185612,3071.3540067593453,3094.20179268252,3005.2448930965024,3010.44189453125,2670334,2348.571463899183,2358.110746855719,2327.3465593208903,2329.922119140625,1250763
2023-03-15,1042.6839083296516,1049.1660857467195,1016.8004787547293,1021.2056884765625,21728555,759.2827424375032,761.6404762620406,739.3623849761033,741.91259765625,37264754,3043.2628778478684,3052.9545910722886,2988.9523403355065,2995.413330078125,1780522,2338.9365531498484,2346.1865009143226,2282.7502730993997,2295.246826171875,1738040
2023-03-16,1023.9218900002587,1028.9432712307178,1005.2967990221152,1016.11572265625,18363159,740.5171674402086,750.1886274704333,737.1730750713688,746.7242431640625,21753342,3003.934642979788,3014.9840742340452,2970.224653220663,2982.397705078125,1901060,2313.2284273090895,2355.535241353971,2296.820906824025,2346.043701171875,1628035
2023-03-17,1024.7208434439497,1028.007574780085,1010.0901194945558,1014.8377075195312,34014213,749.4187322719004,759.8600484180247,740.9982970778341,756.7084350585938,22950876,2950.091781645998,3016.4816306299053,2944.0052567830558,2977.059814453125,6739966,2357.776557829776,2368.794475190531,2327.3940841961744,2334.643798828125,2127178
2023-03-20,1011.1400066065017,1013.4224856028961,995.1625932582816,1004.8631591796875,19524589,754.4469617185391,754.5191486294086,743.596664030981,751.4637451171875,26503114,2968.023798134624,2968.023798134624,2898.1693513050195,2943.35009765625,2289468,2334.6437301832116,2400.703256523946,2313.275832148456,2395.50439453125,1561128
2023-03-21,1012.9430039303461,1038.0732119172073,1012.0528577510236,1036.1102294921875,21400360,756.3716494546454,761.4479929018443,748.793257108229,759.9804077148438,33050494,2943.349963254583,2955.944342624212,2900.416459880619,2908.516357421875,1815297,2399.1297952474565,2406.999704118547,2345.471325671843,2349.14404296875,1595161
2023-03-22,1043.0948141638403,1046.0392280531037,1036.2473765076484,1039.26025390625,10920094,762.1697956317762,763.1562131168565,753.1719812612004,758.2242431640625,14177324,2930.9429722724044,2943.537352314146,2908.5165126380753,2931.645263671875,1123939,2358.683023061333,2367.0774051299645,2341.3213430465644,2362.26025390625,1063244
2023-03-23,1035.3343603002547,1036.2016854580306,1023.9447859117854,1026.1131591796875,16249370,754.350750068819,765.225129615806,749.9240302046185,752.1373901367188,28364178,2916.756685986962,2946.2062896112416,2903.7409762156167,2925.886474609375,1372218,2360.9724092909205,2384.8683584362107,2352.387055075317,2370.607177734375,1578627
2023-03-24,1024.9489888672188,1027.117362031003,1003.3795441878093,1005.7989501953125,12375945,750.6217384723866,757.3099823765483,748.1918176834523,750.9345092773438,31477748,2948.593831820932,2968.35172179188,2908.4228542225806,2922.00048828125,1329577,2358.3012512697837,2382.817159450057,2356.2026558067,2366.505126953125,1449326
2023-03-27,1012.2812223607901,1028.9432703448797,1004.3838307288752,1021.4338989257812,14054323,751.6801683664236,759.980311312014,750.0923501751296,754.206298828125,31872006,2935.578124099564,2952.19902097445,2908.4228559659477,2923.68603515625,1524217,2370.5117037049195,2389.590268724677,2350.4792104341736,2383.86669921875,1387736
2023-03-28,1024.8349561252708,1030.0846702786253,1021.1829653124684,1026.2044677734375,12576424,753.3643152523856,761.6404357125624,752.5944586072359,760.3412475585938,39276302,2928.0871200243587,2949.2027284444266,2912.3088808435405,2917.693115234375,1303530,2394.16939526843,2397.69888354931,2358.0153714323683,2368.413330078125,1412387
2023-03-29,1022.095796356596,1024.7435346224438,1009.3595932977563,1020.1329345703125,18804065,762.1697080199377,770.8307274292553,761.1592675027767,763.9981689453125,39763612,2929.9598251029365,2949.6239850029565,2906.643841237109,2939.22998046875,1740616,2370.5115666421834,2422.786878352295,2365.789668651341,2414.249267578125,2613254
2023-03-31,1029.3999027039445,1069.7770709600845,1029.2629756900762,1064.116455078125,28171201,767.7511762682442,776.0994241800914,766.2114631109374,774.4635009765625,34711228,2987.0321797942797,3008.6159784899755,2951.4962851541873,3001.967529296875,2382581,2440.9117454371567,2450.117060242418,2400.608275343059,2442.390380859375,2146167
2023-04-03,1070.4846960590223,1072.3106311531849,1056.7896998650788,1064.299072265625,10293043,773.5012598964762,777.422730170773,771.1916311425683,774.9447631835938,40025398,3019.80620797053,3019.80620797053,2971.863159942627,2996.443359375,1521830,2451.595890821079,2451.595890821079,2399.1775738974266,2419.2578125,918048
2023-04-05,1071.8540232011114,1071.8540232011114,1053.8453439607506,1061.74267578125,16262928,778.8180825386323,796.8137675382653,777.5670581774376,795.7311401367188,43365392,2982.8654858875375,3056.699808555153,2982.8654858875375,3033.71142578125,2655065,2396.7448381426348,2469.291131463751,2386.72859105786,2463.75830078125,1489612
2023-04-06,1058.2275373074351,1074.592970502133,1058.2275373074351,1068.8638916015625,18435046,793.2291334002176,803.1652006446278,792.5314049071793,801.7938842773438,44637344,3019.853176780723,3050.145438850923,3010.489290961248,3015.82666015625,1703464,2456.3652535997953,2465.9045361380468,2435.378832015642,2447.064453125,797414
2023-04-10,1072.7671126043012,1072.9496819536614,1059.779694186431,1061.2861328125,12961408,800.3022433921424,804.0312933763835,795.8514417980481,797.9926147460938,31813286,3015.1708902133228,3063.8630909248423,3010.488947837215,3055.81005859375,2203187,2447.064622497249,2450.5941107021654,2408.6690076232544,2415.489501953125,853322
2023-04-11,1065.4630510078462,1068.6584973689567,1060.920914302666,1066.5357666015625,10542367,798.2573101275717,803.2614665555587,794.4560730939902,800.3263549804688,42361542,3056.372136610268,3064.7527681622723,2989.0925298427164,3009.365478515625,2348779,2422.9776618155724,2437.2865850152707,2416.30016432238,2430.37060546875,913184
2023-04-12,1066.5357872569193,1080.8925957399235,1063.6599579243734,1071.23779296875,18179087,802.5878572606912,812.3074229248433,802.4916471991853,810.7196044921875,26955504,3022.615127151451,3053.515946775307,2995.506726567161,3035.443603515625,2417727,2438.2405729588972,2438.2405729588972,2402.611260161774,2412.436767578125,1109809
2023-04-13,1074.1365320735108,1079.9797173840186,1069.1151503508545,1075.27783203125,12378208,812.3554958466677,816.5657134519994,807.4716316772242,814.352294921875,35330086,3005.8072117125635,3024.53498250205,2977.715555528334,2986.002685546875,4174070,2408.6688333722395,2444.2981466981873,2408.6688333722395,2419.352783203125,1261711
2023-04-17,1106.9814803229494,1106.9814803229494,1072.333391852291,1080.73291015625,17929479,827.6085198214015,827.6085198214015,795.5146547856368,801.938232421875,32405148,2934.7355852218207,2962.1715881499845,2874.947082023785,2939.7919921875,5505048,2454.45747245268,2460.181042151365,2424.3132455492146,2434.281982421875,1566977
2023-04-18,1085.0923881243807,1085.0923881243807,1061.8110548039576,1068.36181640625,10405576,803.550177070361,807.0386434079419,797.00630713609,798.5460205078125,29637226,2954.259191390987,2956.038466911465,2912.730493816335,2931.5986328125,2617302,2442.05638643827,2442.05638643827,2413.4385381596962,2423.9794921875,1474786
2023-04-19,1067.768405195298,1076.3733137885806,1064.64142217666,1073.6800537109375,12273475,801.1443461883971,803.6945588930066,797.3671908980723,801.4811401367188,24741168,2931.5979648007956,2940.259557446139,2876.1169524508964,2893.065673828125,3298034,2430.609173846904,2430.609173846904,2394.598382515381,2414.96484375,1320243
2023-04-20,1074.638679040759,1076.8755157885284,1064.595795217696,1070.9638671875,7007330,804.368086679066,807.134801181368,801.8179329013308,804.46435546875,32922716,2893.440962641248,2914.9779018453737,2882.2042987086606,2907.299560546875,2419999,2401.8006647755556,2415.7278778978903,2365.742129290899,2377.76171875,1401364
2023-04-21,1073.0637661728558,1077.7884724738815,1066.5586465106753,1072.310546875,7647317,803.0689003313305,806.8941600948328,800.302186025216,805.763427734375,20128618,2912.168244580416,2963.154552851055,2903.55351607417,2959.78369140625,1929184,2377.189163809425,2393.8829079373,2371.1316263545414,2382.864990234375,1206288
2023-04-24,1084.1794719407253,1086.8727319946267,1071.8539885727766,1076.4190673828125,12936186,811.729970551708,813.8711434821779,805.5228950106629,812.2833251953125,35675852,2950.6545571113006,2978.60562295351,2927.2914758958223,2972.846923828125,1640676,2386.7288584327184,2389.49515763754,2361.0682776122344,2384.58251953125,1735797
2023-04-25,1080.0709122812248,1086.7357798786459,1072.9952636709509,1084.65869140625,9236126,812.066755339811,812.066755339811,799.6526631336261,800.7352905273438,50353068,2980.5246904118535,2988.203030634268,2947.2828976033015,2973.969970703125,2024090,2376.0921602359504,2384.582028095019,2363.881832645477,2375.71044921875,1701098
2023-04-26,1086.0054116702795,1089.2466212621475,1074.6158376300252,1078.2906494140625,8617834,798.7383962744825,805.9559119034689,796.3325577314871,804.4161987304688,27392750,2978.6519653773216,3004.3089200982763,2978.6519653773216,2994.7109375,2000029,2375.281293109056,2401.9912835536556,2367.8406063352477,2395.123046875,1245903
2023-04-27,1084.1794457664448,1088.2878596252956,1079.1579437194785,1085.115234375,9167125,803.7907560168101,810.8879805910382,801.5533141495392,808.843017578125,47790392,2982.397611535075,2995.6942835786904,2968.9603440389074,2985.159912109375,2434446,2398.128192911365,2405.807362912359,2343.8020185074015,2355.201416015625,2743893
2023-04-28,1087.374995527852,1106.5022750107378,1087.2608896802224,1104.9500732421875,15565210,810.6232785465422,813.6546588421882,803.5501361717647,812.0186767578125,27916272,2996.8179776239554,3021.9601029246974,2992.932056386417,3014.468994140625,2931312,2323.817157728236,2354.104382242923,2307.5526331032347,2344.088134765625,3761927
2023-05-02,1112.1170391794083,1116.4994278601828,1108.4194062766874,1114.3310546875,12981805,812.547950500037,817.5040017864336,809.3241500911014,811.8502807617188,32221184,3029.2171286410467,3029.2171286410467,3005.8074135819966,3014.609375,2321159,2357.9199006378576,2363.8342092236503,2337.1242181589764,2338.745849609375,1760370
2023-05-03,1116.1342091904096,1116.1342091904096,1101.549188303151,1104.7674560546875,7061872,810.7435373497618,816.0604642226169,808.193383640843,814.6891479492188,29407270,3011.4252969895283,3011.4252969895283,2971.3009599060388,2977.62158203125,2468285,2343.753914554011,2375.2812890860696,2339.6519765927246,2371.465576171875,1258140
2023-05-04,1105.2467632974385,1119.717677582049,1102.2567073883076,1117.503662109375,8635233,811.7781309061464,834.5614130090665,811.7781309061464,831.3616943359375,56854638,2977.85605743618,3019.3381173385533,2975.84291342919,3015.82666015625,1953253,2372.371696497396,2393.7398279677886,2365.88493814223,2391.259521484375,1150227
2023-05-05,1114.3083172243437,1123.5979821409157,1112.0258380416835,1114.650634765625,8746585,788.6339660930405,799.1955750303342,780.5022191249311,782.2103881835938,62770416,3015.1708746358613,3037.644197925073,3005.8538550776357,3025.190185546875,1710027,2384.820686606518,2403.89925209937,2379.764820172383,2385.5361328125,1354871
2023-05-08,1118.4167001177036,1133.7778823916174,1115.746261129747,1128.4140625,9153782,786.7092748572636,794.0951881063704,784.3034360962322,791.2562866210938,37244524,3038.5805959957215,3047.80411390233,3025.7521196330254,3043.824462890625,928235,2390.3056395969056,2410.4336182155944,2382.1017637398495,2400.36962890625,972810
2023-05-09,1129.8290394334551,1135.2158009724574,1124.4652198090143,1131.9061279296875,6464721,793.8787132056606,796.813824847028,789.0910586660377,791.2803955078125,43688938,3045.6972456192616,3088.209190945519,3039.5169902392827,3074.3974609375,1107375,2408.668670862092,2408.668670862092,2384.8682091879396,2399.892578125,1651327
2023-05-10,1136.6766978121202,1141.173192717246,1132.659447469911,1139.6895751953125,10872255,791.2803318242208,796.1641960299875,785.7950079560763,794.9371948242188,46340550,3080.717832701577,3096.168241285035,3058.291376267678,3077.721435546875,1559987,2404.852978023085,2418.2079727443556,2390.401059035332,2406.474609375,2025658
